accession,name,monoisotopic_mass,formula
HMDB0218700,CL(a-13:0/i-16:0/24:0/24:0),1535.175677946,C86H168O17P2
HMDB0218701,CL(a-13:0/i-16:0/24:0/i-24:0),1535.175677946,C86H168O17P2
HMDB0218702,CL(a-13:0/i-16:0/24:0/25:0),1549.19132801,C87H170O17P2
HMDB0218703,CL(a-13:0/i-16:0/24:0/a-25:0),1549.19132801,C87H170O17P2
HMDB0218704,CL(a-13:0/i-16:0/i-24:0/25:0),1549.19132801,C87H170O17P2
HMDB0218705,CL(a-13:0/i-16:0/25:0/25:0),1563.206978074,C88H172O17P2
HMDB0218706,CL(a-13:0/i-16:0/25:0/a-25:0),1563.206978074,C88H172O17P2
HMDB0218707,CL(a-13:0/17:0/17:0/17:0),1352.972227108,C73H142O17P2
HMDB0218708,CL(a-13:0/17:0/17:0/a-17:0),1352.972227108,C73H142O17P2
HMDB0218709,CL(a-13:0/17:0/17:0/i-17:0),1352.972227108,C73H142O17P2
HMDB0218710,CL(a-13:0/17:0/17:0/18:0),1366.987877173,C74H144O17P2
HMDB0218711,CL(a-13:0/17:0/17:0/i-18:0),1366.987877173,C74H144O17P2
HMDB0218712,"CL(a-13:0/17:0/17:0/18:2(9Z,11Z))",1362.956577044,C74H140O17P2
HMDB0218713,CL(a-13:0/17:0/17:0/19:0),1381.003527237,C75H146O17P2
HMDB0218714,CL(a-13:0/17:0/17:0/i-19:0),1381.003527237,C75H146O17P2
HMDB0218715,CL(a-13:0/17:0/17:0/20:0),1395.019177302,C76H148O17P2
HMDB0218716,CL(a-13:0/17:0/17:0/i-20:0),1395.019177302,C76H148O17P2
HMDB0218717,CL(a-13:0/17:0/17:0/21:0),1409.034827366,C77H150O17P2
HMDB0218718,CL(a-13:0/17:0/17:0/a-21:0),1409.034827366,C77H150O17P2
HMDB0218719,CL(a-13:0/17:0/17:0/i-21:0),1409.034827366,C77H150O17P2
HMDB0218720,CL(a-13:0/17:0/17:0/22:0),1423.05047743,C78H152O17P2
HMDB0218721,CL(a-13:0/17:0/17:0/i-22:0),1423.05047743,C78H152O17P2
HMDB0218722,CL(a-13:0/17:0/17:0/23:0),1437.066127495,C79H154O17P2
HMDB0218723,CL(a-13:0/17:0/17:0/24:0),1451.081777559,C80H156O17P2
HMDB0218724,CL(a-13:0/17:0/17:0/i-24:0),1451.081777559,C80H156O17P2
HMDB0218725,CL(a-13:0/17:0/17:0/25:0),1465.097427624,C81H158O17P2
HMDB0218726,CL(a-13:0/17:0/17:0/a-25:0),1465.097427624,C81H158O17P2
HMDB0218727,CL(a-13:0/17:0/a-17:0/a-17:0),1352.972227108,C73H142O17P2
HMDB0218728,CL(a-13:0/17:0/a-17:0/i-17:0),1352.972227108,C73H142O17P2
HMDB0218729,CL(a-13:0/17:0/a-17:0/18:0),1366.987877173,C74H144O17P2
HMDB0218730,CL(a-13:0/17:0/a-17:0/i-18:0),1366.987877173,C74H144O17P2
HMDB0218731,"CL(a-13:0/17:0/a-17:0/18:2(9Z,11Z))",1362.956577044,C74H140O17P2
HMDB0218732,CL(a-13:0/17:0/a-17:0/19:0),1381.003527237,C75H146O17P2
HMDB0218733,CL(a-13:0/17:0/a-17:0/i-19:0),1381.003527237,C75H146O17P2
HMDB0218734,CL(a-13:0/17:0/a-17:0/20:0),1395.019177302,C76H148O17P2
HMDB0218735,CL(a-13:0/17:0/a-17:0/i-20:0),1395.019177302,C76H148O17P2
HMDB0218736,CL(a-13:0/17:0/a-17:0/21:0),1409.034827366,C77H150O17P2
HMDB0218737,CL(a-13:0/17:0/a-17:0/a-21:0),1409.034827366,C77H150O17P2
HMDB0218738,CL(a-13:0/17:0/a-17:0/i-21:0),1409.034827366,C77H150O17P2
HMDB0218739,CL(a-13:0/17:0/a-17:0/22:0),1423.05047743,C78H152O17P2
HMDB0218740,CL(a-13:0/17:0/a-17:0/i-22:0),1423.05047743,C78H152O17P2
HMDB0218741,CL(a-13:0/17:0/a-17:0/23:0),1437.066127495,C79H154O17P2
HMDB0218742,CL(a-13:0/17:0/a-17:0/24:0),1451.081777559,C80H156O17P2
HMDB0218743,CL(a-13:0/17:0/a-17:0/i-24:0),1451.081777559,C80H156O17P2
HMDB0218744,CL(a-13:0/17:0/a-17:0/25:0),1465.097427624,C81H158O17P2
HMDB0218745,CL(a-13:0/17:0/a-17:0/a-25:0),1465.097427624,C81H158O17P2
HMDB0218746,CL(a-13:0/17:0/i-17:0/i-17:0),1352.972227108,C73H142O17P2
HMDB0218747,CL(a-13:0/17:0/i-17:0/18:0),1366.987877173,C74H144O17P2
HMDB0218748,CL(a-13:0/17:0/i-17:0/i-18:0),1366.987877173,C74H144O17P2
HMDB0218749,"CL(a-13:0/17:0/i-17:0/18:2(9Z,11Z))",1362.956577044,C74H140O17P2
HMDB0218750,CL(a-13:0/17:0/i-17:0/19:0),1381.003527237,C75H146O17P2
HMDB0218751,CL(a-13:0/17:0/i-17:0/i-19:0),1381.003527237,C75H146O17P2
HMDB0218752,CL(a-13:0/17:0/i-17:0/20:0),1395.019177302,C76H148O17P2
HMDB0218753,CL(a-13:0/17:0/i-17:0/i-20:0),1395.019177302,C76H148O17P2
HMDB0218754,CL(a-13:0/17:0/i-17:0/21:0),1409.034827366,C77H150O17P2
HMDB0218755,CL(a-13:0/17:0/i-17:0/a-21:0),1409.034827366,C77H150O17P2
HMDB0218756,CL(a-13:0/17:0/i-17:0/i-21:0),1409.034827366,C77H150O17P2
HMDB0218757,CL(a-13:0/17:0/i-17:0/22:0),1423.05047743,C78H152O17P2
HMDB0218758,CL(a-13:0/17:0/i-17:0/i-22:0),1423.05047743,C78H152O17P2
HMDB0218759,CL(a-13:0/17:0/i-17:0/23:0),1437.066127495,C79H154O17P2
HMDB0218760,CL(a-13:0/17:0/i-17:0/24:0),1451.081777559,C80H156O17P2
HMDB0218761,CL(a-13:0/17:0/i-17:0/i-24:0),1451.081777559,C80H156O17P2
HMDB0218762,CL(a-13:0/17:0/i-17:0/25:0),1465.097427624,C81H158O17P2
HMDB0218763,CL(a-13:0/17:0/i-17:0/a-25:0),1465.097427624,C81H158O17P2
HMDB0218764,CL(a-13:0/17:0/18:0/18:0),1381.003527237,C75H146O17P2
HMDB0218765,CL(a-13:0/17:0/18:0/i-18:0),1381.003527237,C75H146O17P2
HMDB0218766,"CL(a-13:0/17:0/18:0/18:2(9Z,11Z))",1376.972227108,C75H142O17P2
HMDB0218767,CL(a-13:0/17:0/18:0/19:0),1395.019177302,C76H148O17P2
HMDB0218768,CL(a-13:0/17:0/18:0/i-19:0),1395.019177302,C76H148O17P2
HMDB0218769,CL(a-13:0/17:0/18:0/20:0),1409.034827366,C77H150O17P2
HMDB0218770,CL(a-13:0/17:0/18:0/i-20:0),1409.034827366,C77H150O17P2
HMDB0218771,CL(a-13:0/17:0/18:0/21:0),1423.05047743,C78H152O17P2
HMDB0218772,CL(a-13:0/17:0/18:0/a-21:0),1423.05047743,C78H152O17P2
HMDB0218773,CL(a-13:0/17:0/18:0/i-21:0),1423.05047743,C78H152O17P2
HMDB0218774,CL(a-13:0/17:0/18:0/22:0),1437.066127495,C79H154O17P2
HMDB0218775,CL(a-13:0/17:0/18:0/i-22:0),1437.066127495,C79H154O17P2
HMDB0218776,CL(a-13:0/17:0/18:0/23:0),1451.081777559,C80H156O17P2
HMDB0218777,CL(a-13:0/17:0/18:0/24:0),1465.097427624,C81H158O17P2
HMDB0218778,CL(a-13:0/17:0/18:0/i-24:0),1465.097427624,C81H158O17P2
HMDB0218779,CL(a-13:0/17:0/18:0/25:0),1479.113077688,C82H160O17P2
HMDB0218780,CL(a-13:0/17:0/18:0/a-25:0),1479.113077688,C82H160O17P2
HMDB0218781,CL(a-13:0/17:0/i-18:0/i-18:0),1381.003527237,C75H146O17P2
HMDB0218782,"CL(a-13:0/17:0/i-18:0/18:2(9Z,11Z))",1376.972227108,C75H142O17P2
HMDB0218783,CL(a-13:0/17:0/i-18:0/19:0),1395.019177302,C76H148O17P2
HMDB0218784,CL(a-13:0/17:0/i-18:0/i-19:0),1395.019177302,C76H148O17P2
HMDB0218785,CL(a-13:0/17:0/i-18:0/20:0),1409.034827366,C77H150O17P2
HMDB0218786,CL(a-13:0/17:0/i-18:0/i-20:0),1409.034827366,C77H150O17P2
HMDB0218787,CL(a-13:0/17:0/i-18:0/21:0),1423.05047743,C78H152O17P2
HMDB0218788,CL(a-13:0/17:0/i-18:0/a-21:0),1423.05047743,C78H152O17P2
HMDB0218789,CL(a-13:0/17:0/i-18:0/i-21:0),1423.05047743,C78H152O17P2
HMDB0218790,CL(a-13:0/17:0/i-18:0/22:0),1437.066127495,C79H154O17P2
HMDB0218791,CL(a-13:0/17:0/i-18:0/i-22:0),1437.066127495,C79H154O17P2
HMDB0218792,CL(a-13:0/17:0/i-18:0/23:0),1451.081777559,C80H156O17P2
HMDB0218793,CL(a-13:0/17:0/i-18:0/24:0),1465.097427624,C81H158O17P2
HMDB0218794,CL(a-13:0/17:0/i-18:0/i-24:0),1465.097427624,C81H158O17P2
HMDB0218795,CL(a-13:0/17:0/i-18:0/25:0),1479.113077688,C82H160O17P2
HMDB0218796,CL(a-13:0/17:0/i-18:0/a-25:0),1479.113077688,C82H160O17P2
HMDB0218797,"CL(a-13:0/17:0/18:2(9Z,11Z)/18:2(9Z,11Z))",1372.94092698,C75H138O17P2
HMDB0218798,"CL(a-13:0/17:0/18:2(9Z,11Z)/19:0)",1390.987877173,C76H144O17P2
HMDB0218799,"CL(a-13:0/17:0/18:2(9Z,11Z)/i-19:0)",1390.987877173,C76H144O17P2
HMDB0218800,"CL(a-13:0/17:0/18:2(9Z,11Z)/20:0)",1405.003527237,C77H146O17P2
HMDB0218801,"CL(a-13:0/17:0/18:2(9Z,11Z)/i-20:0)",1405.003527237,C77H146O17P2
HMDB0218802,"CL(a-13:0/17:0/18:2(9Z,11Z)/21:0)",1419.019177302,C78H148O17P2
HMDB0218803,"CL(a-13:0/17:0/18:2(9Z,11Z)/a-21:0)",1419.019177302,C78H148O17P2
HMDB0218804,"CL(a-13:0/17:0/18:2(9Z,11Z)/i-21:0)",1419.019177302,C78H148O17P2
HMDB0218805,"CL(a-13:0/17:0/18:2(9Z,11Z)/22:0)",1433.034827366,C79H150O17P2
HMDB0218806,"CL(a-13:0/17:0/18:2(9Z,11Z)/i-22:0)",1433.034827366,C79H150O17P2
HMDB0218807,"CL(a-13:0/17:0/18:2(9Z,11Z)/23:0)",1447.05047743,C80H152O17P2
HMDB0218808,"CL(a-13:0/17:0/18:2(9Z,11Z)/24:0)",1461.066127495,C81H154O17P2
HMDB0218809,"CL(a-13:0/17:0/18:2(9Z,11Z)/i-24:0)",1461.066127495,C81H154O17P2
HMDB0218810,"CL(a-13:0/17:0/18:2(9Z,11Z)/25:0)",1475.081777559,C82H156O17P2
HMDB0218811,"CL(a-13:0/17:0/18:2(9Z,11Z)/a-25:0)",1475.081777559,C82H156O17P2
HMDB0218812,CL(a-13:0/17:0/19:0/19:0),1409.034827366,C77H150O17P2
HMDB0218813,CL(a-13:0/17:0/19:0/i-19:0),1409.034827366,C77H150O17P2
HMDB0218814,CL(a-13:0/17:0/19:0/20:0),1423.05047743,C78H152O17P2
HMDB0218815,CL(a-13:0/17:0/19:0/i-20:0),1423.05047743,C78H152O17P2
HMDB0218816,CL(a-13:0/17:0/19:0/21:0),1437.066127495,C79H154O17P2
HMDB0218817,CL(a-13:0/17:0/19:0/a-21:0),1437.066127495,C79H154O17P2
HMDB0218818,CL(a-13:0/17:0/19:0/i-21:0),1437.066127495,C79H154O17P2
HMDB0218819,CL(a-13:0/17:0/19:0/22:0),1451.081777559,C80H156O17P2
HMDB0218820,CL(a-13:0/17:0/19:0/i-22:0),1451.081777559,C80H156O17P2
HMDB0218821,CL(a-13:0/17:0/19:0/23:0),1465.097427624,C81H158O17P2
HMDB0218822,CL(a-13:0/17:0/19:0/24:0),1479.113077688,C82H160O17P2
HMDB0218823,CL(a-13:0/17:0/19:0/i-24:0),1479.113077688,C82H160O17P2
HMDB0218824,CL(a-13:0/17:0/19:0/25:0),1493.128727752,C83H162O17P2
HMDB0218825,CL(a-13:0/17:0/19:0/a-25:0),1493.128727752,C83H162O17P2
HMDB0218826,CL(a-13:0/17:0/i-19:0/i-19:0),1409.034827366,C77H150O17P2
HMDB0218827,CL(a-13:0/17:0/i-19:0/20:0),1423.05047743,C78H152O17P2
HMDB0218828,CL(a-13:0/17:0/i-19:0/i-20:0),1423.05047743,C78H152O17P2
HMDB0218829,CL(a-13:0/17:0/i-19:0/21:0),1437.066127495,C79H154O17P2
HMDB0218830,CL(a-13:0/17:0/i-19:0/a-21:0),1437.066127495,C79H154O17P2
HMDB0218831,CL(a-13:0/17:0/i-19:0/i-21:0),1437.066127495,C79H154O17P2
HMDB0218832,CL(a-13:0/17:0/i-19:0/22:0),1451.081777559,C80H156O17P2
HMDB0218833,CL(a-13:0/17:0/i-19:0/i-22:0),1451.081777559,C80H156O17P2
HMDB0218834,CL(a-13:0/17:0/i-19:0/23:0),1465.097427624,C81H158O17P2
HMDB0218835,CL(a-13:0/17:0/i-19:0/24:0),1479.113077688,C82H160O17P2
HMDB0218836,CL(a-13:0/17:0/i-19:0/i-24:0),1479.113077688,C82H160O17P2
HMDB0218837,CL(a-13:0/17:0/i-19:0/25:0),1493.128727752,C83H162O17P2
HMDB0218838,CL(a-13:0/17:0/i-19:0/a-25:0),1493.128727752,C83H162O17P2
HMDB0218839,CL(a-13:0/17:0/20:0/20:0),1437.066127495,C79H154O17P2
HMDB0218840,CL(a-13:0/17:0/20:0/i-20:0),1437.066127495,C79H154O17P2
HMDB0218841,CL(a-13:0/17:0/20:0/21:0),1451.081777559,C80H156O17P2
HMDB0218842,CL(a-13:0/17:0/20:0/a-21:0),1451.081777559,C80H156O17P2
HMDB0218843,CL(a-13:0/17:0/20:0/i-21:0),1451.081777559,C80H156O17P2
HMDB0218844,CL(a-13:0/17:0/20:0/22:0),1465.097427624,C81H158O17P2
HMDB0218845,CL(a-13:0/17:0/20:0/i-22:0),1465.097427624,C81H158O17P2
HMDB0218846,CL(a-13:0/17:0/20:0/23:0),1479.113077688,C82H160O17P2
HMDB0218847,CL(a-13:0/17:0/20:0/24:0),1493.128727752,C83H162O17P2
HMDB0218848,CL(a-13:0/17:0/20:0/i-24:0),1493.128727752,C83H162O17P2
HMDB0218849,CL(a-13:0/17:0/20:0/25:0),1507.144377817,C84H164O17P2
HMDB0218850,CL(a-13:0/17:0/20:0/a-25:0),1507.144377817,C84H164O17P2
HMDB0218851,CL(a-13:0/17:0/i-20:0/i-20:0),1437.066127495,C79H154O17P2
HMDB0218852,CL(a-13:0/17:0/i-20:0/21:0),1451.081777559,C80H156O17P2
HMDB0218853,CL(a-13:0/17:0/i-20:0/a-21:0),1451.081777559,C80H156O17P2
HMDB0218854,CL(a-13:0/17:0/i-20:0/i-21:0),1451.081777559,C80H156O17P2
HMDB0218855,CL(a-13:0/17:0/i-20:0/22:0),1465.097427624,C81H158O17P2
HMDB0218856,CL(a-13:0/17:0/i-20:0/i-22:0),1465.097427624,C81H158O17P2
HMDB0218857,CL(a-13:0/17:0/i-20:0/23:0),1479.113077688,C82H160O17P2
HMDB0218858,CL(a-13:0/17:0/i-20:0/24:0),1493.128727752,C83H162O17P2
HMDB0218859,CL(a-13:0/17:0/i-20:0/i-24:0),1493.128727752,C83H162O17P2
HMDB0218860,CL(a-13:0/17:0/i-20:0/25:0),1507.144377817,C84H164O17P2
HMDB0218861,CL(a-13:0/17:0/i-20:0/a-25:0),1507.144377817,C84H164O17P2
HMDB0218862,CL(a-13:0/17:0/21:0/21:0),1465.097427624,C81H158O17P2
HMDB0218863,CL(a-13:0/17:0/21:0/a-21:0),1465.097427624,C81H158O17P2
HMDB0218864,CL(a-13:0/17:0/21:0/i-21:0),1465.097427624,C81H158O17P2
HMDB0218865,CL(a-13:0/17:0/21:0/22:0),1479.113077688,C82H160O17P2
HMDB0218866,CL(a-13:0/17:0/21:0/i-22:0),1479.113077688,C82H160O17P2
HMDB0218867,CL(a-13:0/17:0/21:0/23:0),1493.128727752,C83H162O17P2
HMDB0218868,CL(a-13:0/17:0/21:0/24:0),1507.144377817,C84H164O17P2
HMDB0218869,CL(a-13:0/17:0/21:0/i-24:0),1507.144377817,C84H164O17P2
HMDB0218870,CL(a-13:0/17:0/21:0/25:0),1521.160027881,C85H166O17P2
HMDB0218871,CL(a-13:0/17:0/21:0/a-25:0),1521.160027881,C85H166O17P2
HMDB0218872,CL(a-13:0/17:0/a-21:0/a-21:0),1465.097427624,C81H158O17P2
HMDB0218873,CL(a-13:0/17:0/a-21:0/i-21:0),1465.097427624,C81H158O17P2
HMDB0218874,CL(a-13:0/17:0/a-21:0/22:0),1479.113077688,C82H160O17P2
HMDB0218875,CL(a-13:0/17:0/a-21:0/i-22:0),1479.113077688,C82H160O17P2
HMDB0218876,CL(a-13:0/17:0/a-21:0/23:0),1493.128727752,C83H162O17P2
HMDB0218877,CL(a-13:0/17:0/a-21:0/24:0),1507.144377817,C84H164O17P2
HMDB0218878,CL(a-13:0/17:0/a-21:0/i-24:0),1507.144377817,C84H164O17P2
HMDB0218879,CL(a-13:0/17:0/a-21:0/25:0),1521.160027881,C85H166O17P2
HMDB0218880,CL(a-13:0/17:0/a-21:0/a-25:0),1521.160027881,C85H166O17P2
HMDB0218881,CL(a-13:0/17:0/i-21:0/i-21:0),1465.097427624,C81H158O17P2
HMDB0218882,CL(a-13:0/17:0/i-21:0/22:0),1479.113077688,C82H160O17P2
HMDB0218883,CL(a-13:0/17:0/i-21:0/i-22:0),1479.113077688,C82H160O17P2
HMDB0218884,CL(a-13:0/17:0/i-21:0/23:0),1493.128727752,C83H162O17P2
HMDB0218885,CL(a-13:0/17:0/i-21:0/24:0),1507.144377817,C84H164O17P2
HMDB0218886,CL(a-13:0/17:0/i-21:0/i-24:0),1507.144377817,C84H164O17P2
HMDB0218887,CL(a-13:0/17:0/i-21:0/25:0),1521.160027881,C85H166O17P2
HMDB0218888,CL(a-13:0/17:0/i-21:0/a-25:0),1521.160027881,C85H166O17P2
HMDB0218889,CL(a-13:0/17:0/22:0/22:0),1493.128727752,C83H162O17P2
HMDB0218890,CL(a-13:0/17:0/22:0/i-22:0),1493.128727752,C83H162O17P2
HMDB0218891,CL(a-13:0/17:0/22:0/23:0),1507.144377817,C84H164O17P2
HMDB0218892,CL(a-13:0/17:0/22:0/24:0),1521.160027881,C85H166O17P2
HMDB0218893,CL(a-13:0/17:0/22:0/i-24:0),1521.160027881,C85H166O17P2
HMDB0218894,CL(a-13:0/17:0/22:0/25:0),1535.175677946,C86H168O17P2
HMDB0218895,CL(a-13:0/17:0/22:0/a-25:0),1535.175677946,C86H168O17P2
HMDB0218896,CL(a-13:0/17:0/i-22:0/i-22:0),1493.128727752,C83H162O17P2
HMDB0218897,CL(a-13:0/17:0/i-22:0/23:0),1507.144377817,C84H164O17P2
HMDB0218898,CL(a-13:0/17:0/i-22:0/24:0),1521.160027881,C85H166O17P2
HMDB0218899,CL(a-13:0/17:0/i-22:0/i-24:0),1521.160027881,C85H166O17P2
HMDB0218900,CL(a-13:0/17:0/i-22:0/25:0),1535.175677946,C86H168O17P2
HMDB0218901,CL(a-13:0/17:0/i-22:0/a-25:0),1535.175677946,C86H168O17P2
HMDB0218902,CL(a-13:0/17:0/23:0/23:0),1521.160027881,C85H166O17P2
HMDB0218903,CL(a-13:0/17:0/23:0/24:0),1535.175677946,C86H168O17P2
HMDB0218904,CL(a-13:0/17:0/23:0/i-24:0),1535.175677946,C86H168O17P2
HMDB0218905,CL(a-13:0/17:0/23:0/25:0),1549.19132801,C87H170O17P2
HMDB0218906,CL(a-13:0/17:0/23:0/a-25:0),1549.19132801,C87H170O17P2
HMDB0218907,CL(a-13:0/17:0/24:0/24:0),1549.19132801,C87H170O17P2
HMDB0218908,CL(a-13:0/17:0/24:0/i-24:0),1549.19132801,C87H170O17P2
HMDB0218909,CL(a-13:0/17:0/24:0/25:0),1563.206978074,C88H172O17P2
HMDB0218910,CL(a-13:0/17:0/24:0/a-25:0),1563.206978074,C88H172O17P2
HMDB0218911,CL(a-13:0/17:0/i-24:0/i-24:0),1549.19132801,C87H170O17P2
HMDB0218912,CL(a-13:0/17:0/i-24:0/25:0),1563.206978074,C88H172O17P2
HMDB0218913,CL(a-13:0/17:0/i-24:0/a-25:0),1563.206978074,C88H172O17P2
HMDB0218914,CL(a-13:0/17:0/25:0/25:0),1577.222628139,C89H174O17P2
HMDB0218915,CL(a-13:0/17:0/25:0/a-25:0),1577.222628139,C89H174O17P2
HMDB0218916,CL(a-13:0/17:0/a-25:0/a-25:0),1577.222628139,C89H174O17P2
HMDB0218917,CL(a-13:0/a-17:0/a-17:0/18:0),1366.987877173,C74H144O17P2
HMDB0218918,CL(a-13:0/a-17:0/a-17:0/19:0),1381.003527237,C75H146O17P2
HMDB0218919,CL(a-13:0/a-17:0/a-17:0/20:0),1395.019177302,C76H148O17P2
HMDB0218920,CL(a-13:0/a-17:0/a-17:0/21:0),1409.034827366,C77H150O17P2
HMDB0218921,CL(a-13:0/a-17:0/a-17:0/22:0),1423.05047743,C78H152O17P2
HMDB0218922,CL(a-13:0/a-17:0/a-17:0/23:0),1437.066127495,C79H154O17P2
HMDB0218923,CL(a-13:0/a-17:0/a-17:0/24:0),1451.081777559,C80H156O17P2
HMDB0218924,CL(a-13:0/a-17:0/a-17:0/25:0),1465.097427624,C81H158O17P2
HMDB0218925,CL(a-13:0/a-17:0/i-17:0/18:0),1366.987877173,C74H144O17P2
HMDB0218926,CL(a-13:0/a-17:0/i-17:0/19:0),1381.003527237,C75H146O17P2
HMDB0218927,CL(a-13:0/a-17:0/i-17:0/20:0),1395.019177302,C76H148O17P2
HMDB0218928,CL(a-13:0/a-17:0/i-17:0/21:0),1409.034827366,C77H150O17P2
HMDB0218929,CL(a-13:0/a-17:0/i-17:0/22:0),1423.05047743,C78H152O17P2
HMDB0218930,CL(a-13:0/a-17:0/i-17:0/23:0),1437.066127495,C79H154O17P2
HMDB0218931,CL(a-13:0/a-17:0/i-17:0/24:0),1451.081777559,C80H156O17P2
HMDB0218932,CL(a-13:0/a-17:0/i-17:0/25:0),1465.097427624,C81H158O17P2
HMDB0218933,CL(a-13:0/a-17:0/18:0/18:0),1381.003527237,C75H146O17P2
HMDB0218934,CL(a-13:0/a-17:0/18:0/i-18:0),1381.003527237,C75H146O17P2
HMDB0218935,"CL(a-13:0/a-17:0/18:0/18:2(9Z,11Z))",1376.972227108,C75H142O17P2
HMDB0218936,CL(a-13:0/a-17:0/18:0/19:0),1395.019177302,C76H148O17P2
HMDB0218937,CL(a-13:0/a-17:0/18:0/i-19:0),1395.019177302,C76H148O17P2
HMDB0218938,CL(a-13:0/a-17:0/18:0/20:0),1409.034827366,C77H150O17P2
HMDB0218939,CL(a-13:0/a-17:0/18:0/i-20:0),1409.034827366,C77H150O17P2
HMDB0218940,CL(a-13:0/a-17:0/18:0/21:0),1423.05047743,C78H152O17P2
HMDB0218941,CL(a-13:0/a-17:0/18:0/a-21:0),1423.05047743,C78H152O17P2
HMDB0218942,CL(a-13:0/a-17:0/18:0/i-21:0),1423.05047743,C78H152O17P2
HMDB0218943,CL(a-13:0/a-17:0/18:0/22:0),1437.066127495,C79H154O17P2
HMDB0218944,CL(a-13:0/a-17:0/18:0/i-22:0),1437.066127495,C79H154O17P2
HMDB0218945,CL(a-13:0/a-17:0/18:0/23:0),1451.081777559,C80H156O17P2
HMDB0218946,CL(a-13:0/a-17:0/18:0/24:0),1465.097427624,C81H158O17P2
HMDB0218947,CL(a-13:0/a-17:0/18:0/i-24:0),1465.097427624,C81H158O17P2
HMDB0218948,CL(a-13:0/a-17:0/18:0/25:0),1479.113077688,C82H160O17P2
HMDB0218949,CL(a-13:0/a-17:0/18:0/a-25:0),1479.113077688,C82H160O17P2
HMDB0218950,CL(a-13:0/a-17:0/i-18:0/19:0),1395.019177302,C76H148O17P2
HMDB0218951,CL(a-13:0/a-17:0/i-18:0/20:0),1409.034827366,C77H150O17P2
HMDB0218952,CL(a-13:0/a-17:0/i-18:0/21:0),1423.05047743,C78H152O17P2
HMDB0218953,CL(a-13:0/a-17:0/i-18:0/22:0),1437.066127495,C79H154O17P2
HMDB0218954,CL(a-13:0/a-17:0/i-18:0/23:0),1451.081777559,C80H156O17P2
HMDB0218955,CL(a-13:0/a-17:0/i-18:0/24:0),1465.097427624,C81H158O17P2
HMDB0218956,CL(a-13:0/a-17:0/i-18:0/25:0),1479.113077688,C82H160O17P2
HMDB0218957,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/19:0)",1390.987877173,C76H144O17P2
HMDB0218958,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/20:0)",1405.003527237,C77H146O17P2
HMDB0218959,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/21:0)",1419.019177302,C78H148O17P2
HMDB0218960,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/22:0)",1433.034827366,C79H150O17P2
HMDB0218961,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/23:0)",1447.05047743,C80H152O17P2
HMDB0218962,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/24:0)",1461.066127495,C81H154O17P2
HMDB0218963,"CL(a-13:0/a-17:0/18:2(9Z,11Z)/25:0)",1475.081777559,C82H156O17P2
HMDB0218964,CL(a-13:0/a-17:0/19:0/19:0),1409.034827366,C77H150O17P2
HMDB0218965,CL(a-13:0/a-17:0/19:0/i-19:0),1409.034827366,C77H150O17P2
HMDB0218966,CL(a-13:0/a-17:0/19:0/20:0),1423.05047743,C78H152O17P2
HMDB0218967,CL(a-13:0/a-17:0/19:0/i-20:0),1423.05047743,C78H152O17P2
HMDB0218968,CL(a-13:0/a-17:0/19:0/21:0),1437.066127495,C79H154O17P2
HMDB0218969,CL(a-13:0/a-17:0/19:0/a-21:0),1437.066127495,C79H154O17P2
HMDB0218970,CL(a-13:0/a-17:0/19:0/i-21:0),1437.066127495,C79H154O17P2
HMDB0218971,CL(a-13:0/a-17:0/19:0/22:0),1451.081777559,C80H156O17P2
HMDB0218972,CL(a-13:0/a-17:0/19:0/i-22:0),1451.081777559,C80H156O17P2
HMDB0218973,CL(a-13:0/a-17:0/19:0/23:0),1465.097427624,C81H158O17P2
HMDB0218974,CL(a-13:0/a-17:0/19:0/24:0),1479.113077688,C82H160O17P2
HMDB0218975,CL(a-13:0/a-17:0/19:0/i-24:0),1479.113077688,C82H160O17P2
HMDB0218976,CL(a-13:0/a-17:0/19:0/25:0),1493.128727752,C83H162O17P2
HMDB0218977,CL(a-13:0/a-17:0/19:0/a-25:0),1493.128727752,C83H162O17P2
HMDB0218978,CL(a-13:0/a-17:0/i-19:0/20:0),1423.05047743,C78H152O17P2
HMDB0218979,CL(a-13:0/a-17:0/i-19:0/21:0),1437.066127495,C79H154O17P2
HMDB0218980,CL(a-13:0/a-17:0/i-19:0/22:0),1451.081777559,C80H156O17P2
HMDB0218981,CL(a-13:0/a-17:0/i-19:0/23:0),1465.097427624,C81H158O17P2
HMDB0218982,CL(a-13:0/a-17:0/i-19:0/24:0),1479.113077688,C82H160O17P2
HMDB0218983,CL(a-13:0/a-17:0/i-19:0/25:0),1493.128727752,C83H162O17P2
HMDB0218984,CL(a-13:0/a-17:0/20:0/20:0),1437.066127495,C79H154O17P2
HMDB0218985,CL(a-13:0/a-17:0/20:0/i-20:0),1437.066127495,C79H154O17P2
HMDB0218986,CL(a-13:0/a-17:0/20:0/21:0),1451.081777559,C80H156O17P2
HMDB0218987,CL(a-13:0/a-17:0/20:0/a-21:0),1451.081777559,C80H156O17P2
